Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/fb/464ce517799c0b01138b14fdb1c9dd/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep3_R1.mzML,/nextflow_runs/work/49/fff17fe9717f1f92c3b4f3077568c3/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep2_R1.mzML,/nextflow_runs/work/05/0ef9e12a9f67c211060c7bab5069a9/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep4_R1.mzML,/nextflow_runs/work/4a/9432495e41bd8bbe87c9d3638261ab/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep3_R1.mzML,/nextflow_runs/work/32/cfdc447731b6ae3eeb8a1a59d80f7d/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep2_R1.mzML,/nextflow_runs/work/a5/0d03ac2c94125adce7ed102f01d7b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep1_R1.mzML,/nextflow_runs/work/41/7194089913d508dfafd83cefbf2d44/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep1_R1.mzML,/nextflow_runs/work/87/7227e97a34af4640a32017e9bedaf0/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep4_R1.mzML
Q9DCU9,Q9DCU9,HOGA1_MOUSE,Hoga1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",1.85E+06,2.87E+06,1.74E+06,1.97E+06,2.28E+06,1.94E+06,2.15E+06,1.79E+06
Q9DCV4,Q9DCV4,RMD1_MOUSE,Rmdn1,Regulator of microtubule dynamics protein 1,14093.1,11461.6,12686.3,11418.8,11729.6,11139.6,10285.2,11462.1
Q9DCW4,Q9DCW4,ETFB_MOUSE,Etfb,Electron transfer flavoprotein subunit beta,746021,562529,770570,684391,532214,585161,548584,746760
Q9DCX2,Q9DCX2,ATP5H_MOUSE,Atp5pd,"ATP synthase subunit d, mitochondrial",265087,227494,343206,252414,374105,305242,393981,262108
Q9DCX8,Q9DCX8,IYD1_MOUSE,Iyd,Iodotyrosine deiodinase 1,7695.74,,4282.15,,2254.2,3513.16,2225.22,1490.33
Q9DCY0,Q9DCY0,KEG1_MOUSE,Keg1,Glycine N-acyltransferase-like protein Keg1,35324,24737.9,34286.2,31215.3,25566.5,27337,20289.7,34146.4
Q9DCZ1,Q9DCZ1,GMPR1_MOUSE,Gmpr,GMP reductase 1,20872.8,18164.5,26075.3,19448.3,24649.4,17838.9,22104,24048.9
Q9DCZ4,Q9DCZ4,MIC26_MOUSE,Apoo,MICOS complex subunit Mic26,196815,169718,175694,214796,206727,228342,269914,167863
Q9DD06,Q9DD06,RARR2_MOUSE,Rarres2,Retinoic acid receptor responder protein 2,8943.3,11467.1,10150.2,5577.81,2996.09,8296.02,6137.75,
Q9DD18,Q9DD18,DTD1_MOUSE,Dtd1,D-aminoacyl-tRNA deacylase 1,36557.5,51988.4,55199.6,42675.8,55500.6,57998,30980.8,30268.8
Q9DD20,Q9DD20,TMT1B_MOUSE,Tmt1b,Thiol S-methyltransferase TMT1B,467942,405697,375923,435062,512563,446422,588355,476685
Q9EP69,Q9EP69,SAC1_MOUSE,Sacm1l,Phosphatidylinositol-3-phosphatase SAC1,,,4266.37,,2739.92,1027.75,1020.99,
Q9EP71,Q9EP71,RAI14_MOUSE,Rai14,Ankycorbin,20767.4,22424,30404.3,20933.8,20057.7,23497.3,19523.4,25112.7
Q9EP72,Q9EP72,EMC7_MOUSE,Emc7,ER membrane protein complex subunit 7,,5976.99,5849.58,5353.17,3622.63,6128.7,5760.78,847.153
Q9EP73,Q9EP73,PD1L1_MOUSE,Cd274,Programmed cell death 1 ligand 1,5807.6,3291.58,1993.03,3506.38,3309.86,1961.08,3027.93,4218.59
Q9EP75,Q9EP75,CP4FE_MOUSE,Cyp4f14,Leukotriene-B4 omega-hydroxylase 3,628153,505462,549347,505496,847374,660995,630225,518764
Q9EP89,Q9EP89,LACTB_MOUSE,Lactb,"Serine beta-lactamase-like protein LACTB, mitochondrial",91463.4,111132,84265.1,94047.4,100246,101110,130050,109730
Q9EP96,Q9EP96,SO1A4_MOUSE,Slco1a4,Solute carrier organic anion transporter family member 1A4,48649.3,44638.8,60937.3,47719.1,58492.3,50587,50156.7,46253.1
Q9EP96;Q9QXZ6,Q9EP96;Q9QXZ6,SO1A1_MOUSE;SO1A4_MOUSE,Slco1a1;Slco1a4,Solute carrier organic anion transporter family member 1A4,2112.26,2471.19,6086.24,5324.42,4976.93,6770.21,3160.79,3080.95
Q9EPA7,Q9EPA7,NMNA1_MOUSE,Nmnat1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,2038.62,3209.06,2620.78,586.185,1996.71,2584.39,1678.37,3527.18
Q9EPB4,Q9EPB4,ASC_MOUSE,Pycard,Apoptosis-associated speck-like protein containing a CARD,891.16,1850.51,2731.4,1912.88,3645.73,2897.57,3289.89,
Q9EPJ9,Q9EPJ9,ARFG1_MOUSE,Arfgap1,ADP-ribosylation factor GTPase-activating protein 1,53222.9,44901.3,42740.9,40939.2,50539,52735.5,42292.3,56630
Q9EPK2,Q9EPK2,XRP2_MOUSE,Rp2,Protein XRP2,4715.44,6783.4,11575.1,9081.04,4492.71,3578.66,5885.77,10732.6
Q9EPK6,Q9EPK6,SIL1_MOUSE,Sil1,Nucleotide exchange factor SIL1,5287.06,,3267.98,2481.29,3300.73,2582.97,2988.32,5953.83
Q9EPL2,Q9EPL2,CSTN1_MOUSE,Clstn1,Calsyntenin-1,4680.27,,9182.5,4185.3,4351.84,,,
Q9EPL9,Q9EPL9,ACOX3_MOUSE,Acox3,Peroxisomal acyl-coenzyme A oxidase 3,13101.3,11022.2,12349.6,9006.4,10539.4,12626.1,9692.83,9391.14
Q9EPQ7,Q9EPQ7,STAR5_MOUSE,Stard5,StAR-related lipid transfer protein 5,11312.3,7928.04,14281.5,10203.5,9102.53,14394.5,8905.67,12837.4
Q9EPQ8,Q9EPQ8,TCF20_MOUSE,Tcf20,Transcription factor 20,,8244.15,5312.96,4670.97,4468.3,5146.04,5844.3,5548.85
Q9EPR2,Q9EPR2,PG12A_MOUSE,Pla2g12a,Group XIIA secretory phospholipase A2,4522.79,5719.46,6176.01,6320.24,6182.78,6914.85,6839.83,4968.42
Q9EPR4,Q9EPR4,S23A2_MOUSE,Slc23a2,Solute carrier family 23 member 2,6465.6,5115.58,2596.39,6436.83,3511.47,,2546.37,4595.93
Q9EPT5,Q9EPT5,SO2A1_MOUSE,Slco2a1,Solute carrier organic anion transporter family member 2A1,315952,350967,296400,312926,381028,280571,313101,326310
Q9EPU0,Q9EPU0,RENT1_MOUSE,Upf1,Regulator of nonsense transcripts 1,65368.9,67394.1,68166.8,63016.4,68335.2,71332.8,67803.1,64286.6
Q9EPV8,Q9EPV8,UBL5_MOUSE,Ubl5,Ubiquitin-like protein 5,28901.6,16844.4,14049.3,19568.4,19121.3,17081.2,14670.7,22337.9
Q9EQ06,Q9EQ06,DHB11_MOUSE,Hsd17b11,Estradiol 17-beta-dehydrogenase 11,119824,118829,107496,105180,125413,122944,127767,105740
Q9EQ20,Q9EQ20,MMSA_MOUSE,Aldh6a1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",73572.8,39714.1,74623.4,55296.3,55698.5,65830.3,51467,61334.1
Q9EQ28,Q9EQ28,DPOD3_MOUSE,Pold3,DNA polymerase delta subunit 3,6292.7,7338.91,8690.1,5726.06,4332.56,6381.41,6086.68,9340.27
Q9EQ80,Q9EQ80,NIF3L_MOUSE,Nif3l1,NIF3-like protein 1,140630,169150,153048,186830,167336,174702,161228,138966
Q9EQF5,Q9EQF5,DPYS_MOUSE,Dpys,Dihydropyrimidinase,3.13E+06,2.61E+06,2.81E+06,2.84E+06,2.88E+06,2.58E+06,3.19E+06,3.42E+06
Q9EQG9,Q9EQG9,CERT_MOUSE,Cert1,Ceramide transfer protein,2846.43,5707.33,4095.71,4343.39,4158.37,4473.78,3222.05,
Q9EQH2,Q9EQH2,ERAP1_MOUSE,Erap1,Endoplasmic reticulum aminopeptidase 1,67610.2,59338.1,75730.2,69544.4,77647.2,73832.9,73051,65742.3
Q9EQH3,Q9EQH3,VPS35_MOUSE,Vps35,Vacuolar protein sorting-associated protein 35,13502.4,10775.3,15244.5,14014,10813.9,12206.1,10390,11967.5
Q9EQJ9,Q9EQJ9,MAGI3_MOUSE,Magi3,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",23740.1,24436.5,25427.1,27137.5,20601.2,24655,23053.8,23827.9
Q9EQK5,Q9EQK5,MVP_MOUSE,Mvp,Major vault protein,252866,239312,270785,228718,260005,241647,243456,254509
Q9EQN3,Q9EQN3,T22D4_MOUSE,Tsc22d4,TSC22 domain family protein 4,4468.22,3717.21,,3770.43,2336.49,3075.13,3778.66,5551.48
Q9EQS3,Q9EQS3,MYCBP_MOUSE,Mycbp,c-Myc-binding protein,36280,64955.9,44309.6,51907.1,44612.9,52974.9,47188.5,56090.4
Q9EQU5,Q9EQU5,SET_MOUSE,Set,Protein SET,566242,506825,614092,603300,640076,540468,581289,542906
Q9EQW7,Q9EQW7,KI13A_MOUSE,Kif13a,Kinesin-like protein KIF13A,83861.5,90004.5,76201.7,79029.2,72131,91844.4,124891,91801.3
Q9ER00,Q9ER00,STX12_MOUSE,Stx12,Syntaxin-12,146536,131964,133823,137501,138520,120713,113185,136945
Q9ER35,Q9ER35,FN3K_MOUSE,Fn3k,Fructosamine-3-kinase,,,,,2437.86,,,
Q9ER39,Q9ER39,TOR1A_MOUSE,Tor1a,Torsin-1A,3390.49,,,4683.2,4301.34,4429.01,3402.03,
Q9ER69,Q9ER69,FL2D_MOUSE,Wtap,Pre-mRNA-splicing regulator WTAP,13997.8,9411.76,16687.6,10578.2,11691.3,14778,13378.8,8819.87
Q9ER73,Q9ER73,ELP4_MOUSE,Elp4,Elongator complex protein 4,18883.3,12803.2,16779.2,17025,15777.3,15474,13894.5,18490.4
Q9ERB0,Q9ERB0,SNP29_MOUSE,Snap29,Synaptosomal-associated protein 29,118078,114911,95562.3,119025,123490,116223,119281,110312
Q9ERE7,Q9ERE7,MESD_MOUSE,Mesd,LRP chaperone MESD,89015.2,110214,86975.9,91871.2,115225,98180.5,99960.8,98994.4
Q9ERF3,Q9ERF3,SKI8_MOUSE,Skic8,Superkiller complex protein 8,,1390.14,,,1270.53,,819.623,
Q9ERG0,Q9ERG0,LIMA1_MOUSE,Lima1,LIM domain and actin-binding protein 1,89295,103122,109063,96123.1,129686,106022,103429,93881.4
Q9ERG2,Q9ERG2,STRN3_MOUSE,Strn3,Striatin-3,8775.2,12928.3,13203.8,15436,12657.4,11028.2,15487.2,14808.4
Q9ERI6,Q9ERI6,RDH14_MOUSE,Rdh14,Retinol dehydrogenase 14,5173.1,4871.24,5152.99,7438.79,4901.86,6453.56,4335.92,2198.12
Q9ERL7,Q9ERL7,GMFG_MOUSE,Gmfg,Glia maturation factor gamma,11006.9,11275.2,12055.3,11654.5,12944.7,11525.7,15159.7,13482.1
Q9ERN0,Q9ERN0,SCAM2_MOUSE,Scamp2,Secretory carrier-associated membrane protein 2,5913.46,3390.97,,4197.54,4694.15,7256.13,4780.96,3926
Q9ERR1,Q9ERR1,NDEL1_MOUSE,Ndel1,Nuclear distribution protein nudE-like 1,8038.73,5137.58,9725.43,6137.42,7626.67,4640.51,6855.01,9874.62
Q9ERS2,Q9ERS2,NDUAD_MOUSE,Ndufa13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,142811,125145,139042,152095,151341,146913,143512,115441
Q9ERU9,Q9ERU9,RBP2_MOUSE,Ranbp2,E3 SUMO-protein ligase RanBP2,49453.6,43625.5,43615.4,45988.1,41347.9,46547.1,42964.9,46967.2
Q9ERY9,Q9ERY9,ERG28_MOUSE,Erg28,Ergosterol biosynthetic protein 28 homolog,166675,134585,129372,154117,274330,185429,192226,168155
Q9ES28,Q9ES28,ARHG7_MOUSE,Arhgef7,Rho guanine nucleotide exchange factor 7,5558.16,2480.73,7963.36,3218.61,4222.52,3753.81,3110.66,3521.92
Q9ES52,Q9ES52,SHIP1_MOUSE,Inpp5d,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",7277.19,7906.71,7890.83,8550.62,9359.17,9672.89,7529.29,10324.4
Q9ES97,Q9ES97,RTN3_MOUSE,Rtn3,Reticulon-3,184311,235545,170160,193695,322093,252456,323721,209123
Q9ESB3,Q9ESB3,HRG_MOUSE,Hrg,Histidine-rich glycoprotein,264989,339562,267602,282637,310337,303469,314081,279457
Q9ESC8,Q9ESC8,AFF4_MOUSE,Aff4,AF4/FMR2 family member 4,9759.13,7819.28,7621.48,10072.2,5613.23,8837.44,5739.95,5966.55
Q9ESP1,Q9ESP1,SDF2L_MOUSE,Sdf2l1,Stromal cell-derived factor 2-like protein 1,129321,109132,140441,123764,137505,116163,128281,132018
Q9EST1,Q9EST1,GSDMA_MOUSE,Gsdma,Gasdermin-A,19335.4,12215.6,23674.9,15583.1,14841.2,20675.3,17162.4,21363
Q9EST3,Q9EST3,4ET_MOUSE,Eif4enif1,Eukaryotic translation initiation factor 4E transporter,8578,4710.74,6250.81,4521.74,7347.52,5016.44,5225.59,12045.8
Q9EST4,Q9EST4,PSMG2_MOUSE,Psmg2,Proteasome assembly chaperone 2,15069.8,11776.3,,10693.7,10217.8,18859.6,12434.7,8758.96
Q9EST5,Q9EST5,AN32B_MOUSE,Anp32b,Acidic leucine-rich nuclear phosphoprotein 32 family member B,,,,,1892.57,2704.3,2285.97,
Q9ESU6,Q9ESU6,BRD4_MOUSE,Brd4,Bromodomain-containing protein 4,21381.1,25499.7,20626.8,26160.8,21659.5,20559.5,22334.9,31587.3
Q9ESW4,Q9ESW4,AGK_MOUSE,Agk,"Acylglycerol kinase, mitochondrial",7856.85,8026.03,8974.06,7570.31,6154.65,6627.57,7288.96,10009.4
Q9ESW8,Q9ESW8,PGPI_MOUSE,Pgpep1,Pyroglutamyl-peptidase 1,,3878.31,,,3208.41,2882.77,3422.68,
Q9ESX5,Q9ESX5,DKC1_MOUSE,Dkc1,H/ACA ribonucleoprotein complex subunit DKC1,9800.67,9522,9556.91,10631.2,12300.5,11626.3,9965.74,8841.08
Q9ESY9,Q9ESY9,GILT_MOUSE,Ifi30,Gamma-interferon-inducible lysosomal thiol reductase,,2515.67,,,2307.74,4689.99,3129.11,4832.09
Q9ESZ8,Q9ESZ8,GTF2I_MOUSE,Gtf2i,General transcription factor II-I,60307.5,70497.4,77849.1,73866.9,61406.4,72922.6,65676,64075.1
Q9ET01,Q9ET01,PYGL_MOUSE,Pygl,"Glycogen phosphorylase, liver form",142631,96596.2,152663,128458,108540,121630,131696,137452
Q9ET22,Q9ET22,DPP2_MOUSE,Dpp7,Dipeptidyl peptidase 2,34261.7,26203.4,35848.3,23354.1,25712.7,24394.6,21964.1,28755.4
Q9ET26,Q9ET26,RN114_MOUSE,Rnf114,E3 ubiquitin-protein ligase RNF114,53628,46416.7,51069.8,47569.7,61504.3,58513.9,48120.6,53925.9
Q9ET30,Q9ET30,TM9S3_MOUSE,Tm9sf3,Transmembrane 9 superfamily member 3,585.372,4041.82,1987.73,1255.73,3094.58,2505.75,2430.76,
Q9ET54,Q9ET54,PALLD_MOUSE,Palld,Palladin,15968.2,14325.1,17570,15321.6,16449,17204.1,15944.7,15986.3
Q9JHC9,Q9JHC9,ELF2_MOUSE,Elf2,ETS-related transcription factor Elf-2,,2130.27,,,2954.39,4443.53,4328.85,
Q9JHE3,Q9JHE3,ASAH2_MOUSE,Asah2,Neutral ceramidase,3597.95,4119.4,3630.6,5344.17,3829.48,4160.15,4026.06,
Q9JHE7,Q9JHE7,TSSC4_MOUSE,Tssc4,U5 small nuclear ribonucleoprotein TSSC4,46083.1,52078.5,52632.8,54031.9,57279.5,47181.9,50842.9,52833
Q9JHH9,Q9JHH9,COPZ2_MOUSE,Copz2,Coatomer subunit zeta-2,4944.43,9525.83,8927.24,6661.38,9011.93,11608,8210.41,9123.83
Q9JHI5,Q9JHI5,IVD_MOUSE,Ivd,"Isovaleryl-CoA dehydrogenase, mitochondrial",898864,900339,875692,910578,927067,918275,913660,893970
Q9JHI7,Q9JHI7,EXOS9_MOUSE,Exosc9,Exosome complex component RRP45,15778,12682.4,16645.9,18215.4,17235.7,17961.1,14392.7,19371.3
Q9JHI9,Q9JHI9,S40A1_MOUSE,Slc40a1,Solute carrier family 40 member 1,9266.65,5875.23,8085.28,8414.33,6777.89,7622.07,6543.4,6752.66
Q9JHJ0,Q9JHJ0,TMOD3_MOUSE,Tmod3,Tropomodulin-3,43296.1,49889.8,46548.6,47792.2,53654.4,42260.6,42425.1,43509.1
Q9JHJ3,Q9JHJ3,GLMP_MOUSE,Glmp,Glycosylated lysosomal membrane protein,12047.1,20546.4,14012.9,10383.8,21932.6,16014,21372,19058.7
Q9JHL1,Q9JHL1,NHRF2_MOUSE,Nherf2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,14794.8,10226.6,16096.5,14373.5,18399.5,19037.6,15538.2,15486.7
Q9JHQ5,Q9JHQ5,LZTL1_MOUSE,Lztfl1,Leucine zipper transcription factor-like protein 1,41821.5,40453.4,46111.5,20049.1,53474.9,56047,35276.6,75550.9
Q9JHR7,Q9JHR7,IDE_MOUSE,Ide,Insulin-degrading enzyme,44758,44924,39077.8,42087.5,43559.2,40263.7,47849.8,40397.1
Q9JHS3,Q9JHS3,LTOR2_MOUSE,Lamtor2,Ragulator complex protein LAMTOR2,59335.5,51420.4,58538.3,56992.4,59493,60200.1,51982.4,55346.5
Q9JHS4,Q9JHS4,CLPX_MOUSE,Clpx,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",13292.2,14805.9,10799.6,12687.1,12952.1,16618.5,12330.4,16928.3
Q9JHS9,Q9JHS9,CWC15_MOUSE,Cwc15,Spliceosome-associated protein CWC15 homolog,64511.6,51946.8,50611.1,61119.9,58309.1,64915.9,48864.3,61520.2
Q9JHU2,Q9JHU2,PALMD_MOUSE,Palmd,Palmdelphin,132082,143289,135430,152565,154113,154759,154810,143794
Q9JHU4,Q9JHU4,DYHC1_MOUSE,Dync1h1,Cytoplasmic dynein 1 heavy chain 1,,3142.37,2990.16,2022.67,974.605,2062.9,2274.08,3543.28
Q9JHU9,Q9JHU9,INO1_MOUSE,Isyna1,Inositol-3-phosphate synthase 1,15953.6,14189.8,17608.3,17114.7,9950.67,16362.9,13069.3,15080.7
Q9JHW2,Q9JHW2,NIT2_MOUSE,Nit2,Omega-amidase NIT2,309901,204267,286576,302901,282990,274741,341643,341181
Q9JHZ2,Q9JHZ2,ANKH_MOUSE,Ankh,Progressive ankylosis protein,10960,9875.58,12980,7920.38,11765.7,5842.56,6640.93,10962.6
Q9JI10,Q9JI10,STK3_MOUSE,Stk3,Serine/threonine-protein kinase 3,17701.8,,26670,,23481.5,19075.6,,8069.95
Q9JI10;Q9JI11,Q9JI10;Q9JI11,STK3_MOUSE;STK4_MOUSE,Stk3;Stk4,Serine/threonine-protein kinase 3,14997.5,,10969,1694.83,11316.5,11080.8,,1522.07
Q9JI11,Q9JI11,STK4_MOUSE,Stk4,Serine/threonine-protein kinase 4,10091.5,,14938.9,,11172.3,12390.4,,
Q9JI46,Q9JI46,NUDT3_MOUSE,Nudt3,Diphosphoinositol polyphosphate phosphohydrolase 1,14085.8,15558.4,20861.8,15518.4,14672.3,12037,9965.82,15109
Q9JI58,O08602;O08603;O08604;Q9JI58;Q9CZQ6,RAE1D_MOUSE,Raet1d,Retinoic acid early-inducible protein 1-delta,17724.3,10228.1,18754.9,8765.12,12235.8,10198.3,10270.1,10514.2
Q9JI59,Q9JI59,JAM2_MOUSE,Jam2,Junctional adhesion molecule B,18890.6,23355.3,14972.2,14293.8,9417.4,7092.47,8247.8,26909.6
Q9JI75,Q9JI75,NQO2_MOUSE,Nqo2,Ribosyldihydronicotinamide dehydrogenase [quinone],1.88E+06,1.58E+06,1.64E+06,1.81E+06,2.33E+06,1.86E+06,2.49E+06,1.92E+06
Q9JI90,Q9JI90,RNF14_MOUSE,Rnf14,E3 ubiquitin-protein ligase RNF14,13646,12081.5,12686.2,19551.7,10461.7,10806.4,13545.6,16148.2
Q9JI91,Q9JI91,ACTN2_MOUSE,Actn2,Alpha-actinin-2,,1097.17,,,4929.02,,,7917.73
Q9JI99,Q9JI99,SGPP1_MOUSE,Sgpp1,Sphingosine-1-phosphate phosphatase 1,,1977.11,,2394.63,2707.43,1554.38,4387.94,4668.38
Q9JIA7,Q9JIA7,SPHK2_MOUSE,Sphk2,Sphingosine kinase 2,,,,1633.98,1216.47,3172.49,1643.29,2474.03
Q9JIF7,Q9JIF7,COPB_MOUSE,Copb1,Coatomer subunit beta,13352.9,11097.4,14269.2,12992.3,12036.8,12406.7,13049.4,13582.7
Q9JIG8,Q9JIG8,PRAF2_MOUSE,Praf2,PRA1 family protein 2,5799.72,11204.8,8389.83,11375.4,20579.5,11359,18710.2,6735.41
Q9JIH2,Q9JIH2,NUP50_MOUSE,Nup50,Nuclear pore complex protein Nup50,10471.5,10798.4,10797.2,10496.2,9704.49,9227.92,9303.03,10688.7
Q9JII5,Q9JII5,DAZP1_MOUSE,Dazap1,DAZ-associated protein 1,44004.2,33797.5,35169.2,40451.2,65939.3,58109.3,73233.5,41153.8
Q9JII6,Q9JII6,AK1A1_MOUSE,Akr1a1,Aldo-keto reductase family 1 member A1,18402.8,14817.1,19275.3,23890.4,17223.6,17596.4,19895.6,21024.3
Q9JIK5,Q9JIK5,DDX21_MOUSE,Ddx21,Nucleolar RNA helicase 2,29605.7,34229.4,37615.3,38937.5,42927.6,33868.4,40655.1,34524.9
Q9JIL4,Q9JIL4,NHRF3_MOUSE,Pdzk1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,450996,418207,429830,427828,625517,459126,471150,433161
Q9JIM1,Q9JIM1,S29A1_MOUSE,Slc29a1,Equilibrative nucleoside transporter 1,312517,237611,226780,270573,338620,343213,278174,217584
Q9JIS3,Q9JIS3,SMCO4_MOUSE,Smco4,Single-pass membrane and coiled-coil domain-containing protein 4,9110.52,7888.59,14285.9,10553,12194.1,,5979.23,13533.4
Q9JIS5,Q9JIS5,SV2A_MOUSE,Sv2a,Synaptic vesicle glycoprotein 2A,2831.95,6076.54,,4919.06,4144.01,4385.79,4088.47,7519.31
Q9JIW9,Q9JIW9,RALB_MOUSE,Ralb,Ras-related protein Ral-B,14867.8,10253.7,10396.1,12481.4,8824.44,,13701.9,11279.1
Q9JIX0,Q9JIX0,ENY2_MOUSE,Eny2,Transcription and mRNA export factor ENY2,24974.6,26447.4,30284.4,26405.9,28495.9,28253.1,29051.8,18662.4
Q9JIX8,Q9JIX8,ACINU_MOUSE,Acin1,Apoptotic chromatin condensation inducer in the nucleus,212127,194390,227574,224831,229732,225934,188751,195394
Q9JIY5,Q9JIY5;A2RT60,HTRA2_MOUSE,Htra2,"Serine protease HTRA2, mitochondrial",34377.5,37519.6,41723.5,44657.5,39416.9,45696.5,36942,41833.1
Q9JIZ9,Q9JIZ9,PLS3_MOUSE,Plscr3,Phospholipid scramblase 3,7235.97,5823.25,,6282.89,5075.69,6977.13,3542.3,
Q9JJ00,Q9JJ00,PLS1_MOUSE,Plscr1,Phospholipid scramblase 1,5979.32,7766.18,,7825.44,7163.55,2612.22,3734.54,
Q9JJ48,Q9JJ48,ZC3H8_MOUSE,Zc3h8,Zinc finger CCCH domain-containing protein 8,5338.46,3835.48,5646.86,6046.83,2089.24,6217.02,3791.88,7662.76
Q9JJ89,Q9JJ89,CCD86_MOUSE,Ccdc86,Coiled-coil domain-containing protein 86,9757.89,7700.66,8524.53,6095.33,5503.34,7428.48,4192.68,9063.22
Q9JJA4,Q9JJA4,WDR12_MOUSE,Wdr12,Ribosome biogenesis protein WDR12,5986.74,7921.41,7003.61,5219.34,6576.14,6387.27,9101.24,5615.89
Q9JJC6,Q9JJC6,RIPL1_MOUSE,Rilpl1,RILP-like protein 1,5314.01,5072.96,7518.92,6488.36,5807.12,6792.55,3170.66,5186
Q9JJF9,Q9JJF9,SPP2A_MOUSE,Sppl2a,Signal peptide peptidase-like 2A,26478.7,37097.9,29917.5,29417.9,35371.9,34896.5,37157.5,22704.6
Q9JJG0,Q9JJG0,TACC2_MOUSE,Tacc2,Transforming acidic coiled-coil-containing protein 2,4192.77,7844.01,7649,6629.96,3762.06,6133.39,4057.33,5667.38
Q9JJG9,Q9JJG9,NOA1_MOUSE,Noa1,Nitric oxide-associated protein 1,,,,6760.27,,,,
Q9JJH1,Q9JJH1,RNAS4_MOUSE,Rnase4,Ribonuclease 4,19308.4,18743.1,14913.9,24682.6,27326.6,23427.7,16402.1,22684.8
Q9JJI8,Q9JJI8,RL38_MOUSE,Rpl38,Large ribosomal subunit protein eL38,51080.8,29897,50824.7,42948.4,37653.1,45835,43520.6,46141.2
Q9JJJ3,Q9JJJ3,AQP9_MOUSE,Aqp9,Aquaporin-9,863816,934028,1.25E+06,1.05E+06,936261,901213,878025,1.01E+06
Q9JJL3,Q9JJL3,SO1B2_MOUSE,Slco1b2,Solute carrier organic anion transporter family member 1B2,726837,718642,754048,707747,803321,713947,726015,712587
Q9JJL8,Q9JJL8,SYSM_MOUSE,Sars2,"Serine--tRNA ligase, mitochondrial",1495.64,1266.7,4405.35,1882.99,2937.9,4263.7,4120.54,4891.1
Q9JJS6,Q9JJS6,BCDO1_MOUSE,Bco1,"Beta,beta-carotene 15,15'-dioxygenase",20205.8,17986.7,17645.8,23272,19828.6,19298.2,16450.4,17844.3
Q9JJT9,Q9JJT9,PHAX_MOUSE,Phax,Phosphorylated adapter RNA export protein,10368,11657.6,15011.4,12836.3,10905.6,10951.5,11559.8,12408.4
Q9JJU8,Q9JJU8,SH3L1_MOUSE,Sh3bgrl,Adapter Sh3bgrl,143957,136423,118841,120910,156285,143207,150832,131321
Q9JJX6,Q9JJX6,P2RX4_MOUSE,P2rx4,P2X purinoceptor 4,62409.5,57752,50779.7,51942.9,70709.5,59091,75654.4,45233.5
Q9JJZ4,Q9JJZ4,UB2J1_MOUSE,Ube2j1,Ubiquitin-conjugating enzyme E2 J1,,830.334,659.837,773.698,513.217,397.471,1771.74,2246.47
Q9JK23,Q9JK23,PSMG1_MOUSE,Psmg1,Proteasome assembly chaperone 1,6737.6,8786.51,8550.5,8810.59,7865.9,7480.37,8824.67,12878.3
Q9JK38,Q9JK38,GNA1_MOUSE,Gnpnat1,Glucosamine 6-phosphate N-acetyltransferase,61559,87691.1,74538.6,76475.4,99472.3,66178.8,108478,98859.3
Q9JK81,Q9JK81,MYG1_MOUSE,Myg1,MYG1 exonuclease,13855.5,6904.05,13886.8,9185.35,10628.8,11676.9,10939.9,9998.53
Q9JK92,Q9JK92,HSPB8_MOUSE,Hspb8,Heat shock protein beta-8,83627.8,72198.7,85542.9,68929,96732.6,74196.2,78904.6,90397.8
Q9JKB1,Q9JKB1;P58321,UCHL3_MOUSE,Uchl3,Ubiquitin carboxyl-terminal hydrolase isozyme L3,15593.3,14800.2,9180.1,12457.2,14001.2,12019,13556.9,18255.3
Q9JKB3,Q9JKB3,YBOX3_MOUSE,Ybx3,Y-box-binding protein 3,9660.31,8137.88,9311.6,7079.26,8101.93,9237.62,6542.8,19782.5
Q9JKC6,Q9JKC6,CEND_MOUSE,Cend1,Cell cycle exit and neuronal differentiation protein 1,37783,27385.3,44091.7,38048.8,29290,36792.3,34236.8,27492.2
Q9JKF1,Q9JKF1,IQGA1_MOUSE,Iqgap1,Ras GTPase-activating-like protein IQGAP1,1906.01,5951.14,2844.39,3121.6,2316.9,3033.53,1791.22,4322.82
