Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep1_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep1_R1.raw
Q99LI2,Q99LI2,CLCC1_MOUSE,Clcc1,Chloride channel CLIC-like protein 1,272649,279205,267876,315530,295451,279924,307288,301189
Q99LI7,Q99LI7,CSTF3_MOUSE,Cstf3,Cleavage stimulation factor subunit 3,7998.76,10106.6,,8720.55,9341.43,,,4565.62
Q99LI8,Q99LI8,HGS_MOUSE,Hgs,Hepatocyte growth factor-regulated tyrosine kinase substrate,85821.5,82942,79479.5,98093.6,85776.9,90120.5,114854,113200
Q99LI9,Q99LI9,CLP1_MOUSE,Clp1,Polyribonucleotide 5'-hydroxyl-kinase Clp1,33279.6,28837.1,26098.8,33734.6,24268.9,21679.4,24746.2,19594.7
Q99LJ0,Q99LJ0,CT2NL_MOUSE,Cttnbp2nl,CTTNBP2 N-terminal-like protein,31039,35050,24264.8,24012,28317.6,25302.2,17735.4,16016.8
Q99LJ5,Q99LJ5,CKLF3_MOUSE,Cmtm3,CKLF-like MARVEL transmembrane domain-containing protein 3,2434.16,,,,7128.96,1621.98,3282.17,3000.19
Q99LL5,Q99LL5,PWP1_MOUSE,Pwp1,Periodic tryptophan protein 1 homolog,,,,,,,3051.11,3316.17
Q99LM2,Q99LM2,CK5P3_MOUSE,Cdk5rap3,CDK5 regulatory subunit-associated protein 3,20036.4,,,,11331.9,,14140.9,21577.9
Q99LN9,Q99LN9,DOHH_MOUSE,Dohh,Deoxyhypusine hydroxylase,17528.4,19470.6,15914.4,12604.1,22497.7,18495,17930.7,21721.9
Q99LP6,Q99LP6,GRPE1_MOUSE,Grpel1,"GrpE protein homolog 1, mitochondrial",2.60E+06,2.57E+06,2.26E+06,2.20E+06,2.92E+06,2.21E+06,5.17E+06,6.59E+06
Q99LR1,Q99LR1,ABD12_MOUSE,Abhd12,Lysophosphatidylserine lipase ABHD12,18077,21814.7,18200.8,24158.5,21605.2,16529.1,15288.8,15671.6
Q99LS3,Q99LS3,SERB_MOUSE,Psph,Phosphoserine phosphatase,123271,146181,131306,167309,155243,170957,159815,175369
Q99LU0,Q99LU0;Q9CQD4,CH1B1_MOUSE,Chmp1b1,Charged multivesicular body protein 1B1,218232,235758,231869,266212,243044,256762,246646,287301
Q99LW6,Q99LW6,YAF2_MOUSE,Yaf2,YY1-associated factor 2,7223.18,,,7064.06,7088.51,6393.02,6659.61,7260.27
Q99LX0,Q99LX0,PARK7_MOUSE,Park7,Parkinson disease protein 7 homolog,3.05E+06,2.41E+06,2.12E+06,2.52E+06,3.39E+06,3.03E+06,1.71E+07,2.43E+07
Q99LY9,Q99LY9,NDUS5_MOUSE,Ndufs5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,299801,336305,265477,185728,267046,266663,827876,1.04E+06
Q99M04,Q99M04,LIAS_MOUSE,Lias,"Lipoyl synthase, mitochondrial",143755,134178,160963,131124,142332,151128,122927,119109
Q99M07,Q99M07,COA5_MOUSE,Coa5,Cytochrome c oxidase assembly factor 5,24520.2,29345.7,37311.1,27036.1,25889.2,31788.7,40283.7,42155.5
Q99M28,Q99M28,RNPS1_MOUSE,Rnps1,RNA-binding protein with serine-rich domain 1,14933.5,38184.1,23808.9,26958.2,25549.8,14735.8,44007.7,36883.8
Q99M31,Q99M31,HSP7E_MOUSE,Hspa14,Heat shock 70 kDa protein 14,12428.1,11702.9,8930.04,7592.34,8574.8,,12524.7,9536.92
Q99M51,Q99M51,NCK1_MOUSE,Nck1,Cytoplasmic protein NCK1,78325.3,85666.6,76721.8,97928,73087.4,73151.1,73435.2,60621.4
Q99M71,Q99M71,EPDR1_MOUSE,Epdr1,Mammalian ependymin-related protein 1,8267.52,8355.13,10978.7,,5958.08,8610.38,8001.24,9157.52
Q99M87,Q99M87,DNJA3_MOUSE,Dnaja3,"DnaJ homolog subfamily A member 3, mitochondrial",108546,142672,85608.1,111403,86608.4,87485.8,74736.7,97096.3
Q99MB1,Q99MB1,TLR3_MOUSE,Tlr3,Toll-like receptor 3,,28011,,,9974.56,,20704.8,14647
Q99MB2,Q99MB2,MTFR1_MOUSE,Mtfr1,Mitochondrial fission regulator 1,7240.87,8394.51,8095.37,,,4086.8,6389.49,4375.42
Q99MB7,Q99MB7,RN141_MOUSE,Rnf141,RING finger protein 141,44728.9,39676.7,44019.7,38079.8,46285.9,47279.4,34604.6,45920.7
Q99MD6,Q99MD6,TRXR3_MOUSE,Txnrd3,Thioredoxin reductase 3,85947.6,87603.4,80142.8,93851.2,78248.6,91825.2,61386.8,75074.2
Q99MD9,Q99MD9,NASP_MOUSE,Nasp,Nuclear autoantigenic sperm protein,350215,321794,424803,328728,335161,410804,320945,322827
Q99MI1,Q99MI1,RB6I2_MOUSE,Erc1,ELKS/Rab6-interacting/CAST family member 1,168835,154926,182173,176112,178860,177542,173610,178420
Q99MJ9,Q99MJ9,DDX50_MOUSE,Ddx50,ATP-dependent RNA helicase DDX50,,,16925.2,13780.1,,14759,29868.7,18884.3
Q99ML1,Q99ML1,BBC3_MOUSE,Bbc3,Bcl-2-binding component 3,5774.82,,,,,,6365.63,10598.6
Q99MN1,Q99MN1,SYK_MOUSE,Kars1,Lysine--tRNA ligase,86913.3,95920.8,88121.1,81330.7,81825,85677.6,79084,95292.5
Q99MN9,Q99MN9,PCCB_MOUSE,Pccb,"Propionyl-CoA carboxylase beta chain, mitochondrial",303170,297861,266020,269560,286121,292773,364616,354546
Q99MP8,Q99MP8,BRAP_MOUSE,Brap,BRCA1-associated protein,39020.4,28913.9,35714.2,40521.3,33351.6,40070.8,41516.9,35858.9
Q99MR1,Q99MR1,GGYF1_MOUSE,Gigyf1,GRB10-interacting GYF protein 1,23585.4,24651,30931.2,29727.4,21034.7,30663.4,22329,20901.7
Q99MR3,Q99MR3,S12A9_MOUSE,Slc12a9,Solute carrier family 12 member 9,11166.4,14257.4,13386.4,12435.7,9714.72,14459.7,12079.5,10417
Q99MR6,Q99MR6,SRRT_MOUSE,Srrt,Serrate RNA effector molecule homolog,83862.3,82148.5,100985,79269.2,88656.8,90997.2,76638.5,81169.7
Q99MR8,Q99MR8,MCCA_MOUSE,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",105671,101945,91069.3,85608.1,86614.7,85191.1,103510,105065
Q99MS3,Q99MS3,MP17L_MOUSE,Mpv17l,Mpv17-like protein,2283.32,,,,,,3492.35,2373.22
Q99MU3,Q99MU3,DSRAD_MOUSE,Adar,Double-stranded RNA-specific adenosine deaminase,166834,217721,168687,205889,193673,171114,171743,190586
Q99MW1,Q99MW1,STK31_MOUSE,Stk31,Serine/threonine-protein kinase 31,214254,247652,353657,108110,159907,225651,150979,203665
Q99MZ3,Q99MZ3,MLXPL_MOUSE,Mlxipl,Carbohydrate-responsive element-binding protein,34769.1,43157.7,54685.2,45438.1,45500.3,44640.8,30472.2,38941.7
Q99MZ7,Q99MZ7,PECR_MOUSE,Pecr,Peroxisomal trans-2-enoyl-CoA reductase,2.72E+06,2.93E+06,2.56E+06,2.59E+06,2.77E+06,2.86E+06,2.83E+06,2.80E+06
Q99N16,Q99N16,CP4F3_MOUSE,Cyp4f3,Cytochrome P450 4F3,231939,150180,74670.3,146082,196057,130055,585396,697092
Q99N28,Q99N28,CADM3_MOUSE,Cadm3,Cell adhesion molecule 3,67259.9,88614.9,69479.2,74375.9,73473.4,72843.8,72166.2,54796.5
Q99N42,Q99N42,TYPH_MOUSE,Tymp,Thymidine phosphorylase,278790,278528,239022,260690,263086,265146,275542,263207
Q99N50,Q99N50,SYTL2_MOUSE,Sytl2,Synaptotagmin-like protein 2,3.23E+06,3.31E+06,2.88E+06,2.87E+06,3.23E+06,3.48E+06,,2.71E+06
Q99N69,Q99N69,LPXN_MOUSE,Lpxn,Leupaxin,27840.5,25711.9,18952.9,33247.3,32930.8,28466.8,21115.7,26230.7
Q99N84,Q99N84,RT18B_MOUSE,Mrps18b,Small ribosomal subunit protein mS40,24660,32836.4,29660.7,27987.1,13974.5,,19987.2,28504.1
Q99N85,Q99N85,RT18A_MOUSE,Mrps18a,Large ribosomal subunit protein mL66,,7318.93,,,4943.62,5386.69,6623.28,7377.46
Q99N87,Q99N87,RT05_MOUSE,Mrps5,Small ribosomal subunit protein uS5m,60008.7,54040.7,,,25700.5,33382.8,46751.4,46964.9
Q99N89,Q99N89,RM43_MOUSE,Mrpl43,Large ribosomal subunit protein mL43,36081.5,,,,33198.6,30982.2,29775,34175.8
Q99N91,Q99N91,RM34_MOUSE,Mrpl34,Large ribosomal subunit protein bL34m,40984.9,46774.7,47930.6,45786.1,56318,39419.4,38723.6,47042.8
Q99N93,Q99N93,RM16_MOUSE,Mrpl16,Large ribosomal subunit protein uL16m,,,,,,,4846.5,5269.75
Q99N94,Q99N94,RM09_MOUSE,Mrpl9,Large ribosomal subunit protein bL9m,33940,34752.4,31425.9,,27757.6,28613.3,31425.9,25924.8
Q99N96,Q99N96,RM01_MOUSE,Mrpl1,Large ribosomal subunit protein uL1m,,,,6952.01,,6885.07,4656.59,9284.89
Q99NB8,Q99NB8,UBQL4_MOUSE,Ubqln4,Ubiquilin-4,,,,,,,,4301.87
Q99NB9,Q99NB9,SF3B1_MOUSE,Sf3b1,Splicing factor 3B subunit 1,79305.7,82245.5,86595,85657.3,84572.6,92755.4,59269.5,73967
Q99NF1,Q99NF1,BCDO2_MOUSE,Bco2,"Carotenoid-cleaving dioxygenase, mitochondrial",98796.2,88235.9,118015,91186.8,111825,101191,117207,102651
Q99NF3,Q99NF3,CEP41_MOUSE,Cep41,Centrosomal protein of 41 kDa,511859,,524783,728516,853437,759545,703927,1.99E+06
Q99NH0,Q99NH0,ANR17_MOUSE,Ankrd17,Ankyrin repeat domain-containing protein 17,45722.7,51662.6,48616.9,51708.4,47369.1,48420.8,44369.4,48005.5
Q99NH2,Q99NH2,PARD3_MOUSE,Pard3,Partitioning defective 3 homolog,58181.4,57640.2,57058.7,57998.9,55966.4,53195.6,37582.3,42427.9
Q99P25,Q99P25,TXIP1_MOUSE,Tsnaxip1,Translin-associated factor X-interacting protein 1,,,,,,36786.1,6543.76,29967.3
Q99P27,Q99P27,PG12B_MOUSE,Pla2g12b,Group XIIB secretory phospholipase A2-like protein,289807,206563,195084,274748,334921,322835,394030,437613
Q99P30,Q99P30,NUDT7_MOUSE,Nudt7,Peroxisomal coenzyme A diphosphatase NUDT7,6.57E+06,6.72E+06,7.11E+06,6.58E+06,6.68E+06,6.20E+06,6.77E+06,5.97E+06
Q99P31,Q99P31,HPBP1_MOUSE,Hspbp1,Hsp70-binding protein 1,15871.4,21564.3,14509.8,14338.1,25782.9,19371.6,17985.5,18006.5
Q99P72,Q99P72,RTN4_MOUSE,Rtn4,Reticulon-4,1.40E+06,868288,1.14E+06,1.17E+06,1.51E+06,1.24E+06,1.58E+06,1.59E+06
Q99P87,Q99P87,RETN_MOUSE,Retn,Resistin,,,2941.88,2688.63,,,10743.3,13933.1
Q99PE8,Q99PE8,ABCG5_MOUSE,Abcg5,ATP-binding cassette sub-family G member 5,581890,487888,549081,436830,455710,456057,492767,367273
Q99PG0,Q99PG0,AAAD_MOUSE,Aadac,Arylacetamide deacetylase,4.68E+06,4.39E+06,4.49E+06,4.33E+06,4.90E+06,4.63E+06,6.61E+06,6.61E+06
Q99PG2,Q99PG2,OGFR_MOUSE,Ogfr,Opioid growth factor receptor,383024,312636,390486,289041,387697,392780,303817,351873
Q99PJ0,Q99PJ0,NTRI_MOUSE,Ntm,Neurotrimin,39392,,,,25874.6,,19813.8,23787.1
Q99PL5,Q99PL5,RRBP1_MOUSE,Rrbp1,Ribosome-binding protein 1,7.40E+06,7.43E+06,6.96E+06,7.72E+06,7.71E+06,7.71E+06,7.09E+06,7.30E+06
Q99PL6,Q99PL6,UBXN6_MOUSE,Ubxn6,UBX domain-containing protein 6,,,,,,8361.02,6066.79,4933.92
Q99PM3,Q99PM3,TF2AA_MOUSE,Gtf2a1,Transcription initiation factor IIA subunit 1,84858.4,70025.3,66923.4,59460.7,104031,56451.6,84666,89517.4
Q99PP2,Q99PP2,ZN318_MOUSE,Znf318,Zinc finger protein 318,,,,6843.02,,,4683.4,6521.03
Q99PP7,Q99PP7,TRI33_MOUSE,Trim33,E3 ubiquitin-protein ligase TRIM33,66884.6,73882.5,79688.9,70890.7,52475.4,57361.4,53536.8,68105
Q99PT1,Q99PT1,GDIR1_MOUSE,Arhgdia,Rho GDP-dissociation inhibitor 1,410247,558503,473565,420705,415725,483022,615248,717379
Q99PV0,Q99PV0,PRP8_MOUSE,Prpf8,Pre-mRNA-processing-splicing factor 8,9708.37,18144.9,14778.6,,,15557.1,12220.3,15805.2
Q9BCZ4,Q9BCZ4,SELS_MOUSE,Selenos,Selenoprotein S,138562,149086,147298,156622,143807,179642,156635,175409
Q9CPP0,Q9CPP0,NPM3_MOUSE,Npm3,Nucleoplasmin-3,,,,,6449.99,5331.2,3302.74,8970.72
Q9CPP6,Q9CPP6,NDUA5_MOUSE,Ndufa5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,467726,509593,440754,384214,400883,336885,769104,771670
Q9CPQ1,Q9CPQ1,COX6C_MOUSE,Cox6c,Cytochrome c oxidase subunit 6C,1.32E+07,1.26E+07,1.17E+07,1.36E+07,1.44E+07,1.43E+07,3.50E+07,6.38E+07
Q9CPQ8,Q9CPQ8,ATP5L_MOUSE,Atp5mg,"ATP synthase subunit g, mitochondrial",711735,695906,754323,734213,662206,824614,710405,1.02E+06
Q9CPR1,Q9CPR1,RWDD4_MOUSE,Rwdd4,RWD domain-containing protein 4,,16045.2,,14621.7,,10090.2,10466.7,11468.7
Q9CPR4,Q9CPR4,RL17_MOUSE,Rpl17,Large ribosomal subunit protein uL22,154995,140761,99216.6,126825,103658,123444,115291,148491
Q9CPR5,Q9CPR5,RM15_MOUSE,Mrpl15,Large ribosomal subunit protein uL15m,,,,,,,,6562.65
Q9CPR7,Q9CPR7,SIKE1_MOUSE,Sike1,Suppressor of IKBKE 1,26016.2,35360.9,28427.1,27125.7,32260,26717.2,24225,25824
Q9CPS6,Q9CPS6,HINT3_MOUSE,Hint3,Adenosine 5'-monophosphoramidase HINT3,48377.1,41476.5,45053.4,47728.1,54737.9,53838.4,49344.7,55200.4
Q9CPT3,Q9CPT3,NANP_MOUSE,Nanp,N-acylneuraminate-9-phosphatase,11032.4,,,17827,17912.3,20834.8,27237,32655.9
Q9CPT4,Q9CPT4,MYDGF_MOUSE,Mydgf,Myeloid-derived growth factor,814610,646417,843002,833426,767848,1.11E+06,933861,1.07E+06
Q9CPT5,Q9CPT5,NOP16_MOUSE,Nop16,Nucleolar protein 16,35216.6,31357.7,26854.5,26499.6,39715.9,29601.1,34572.7,38793.4
Q9CPU0,Q9CPU0,LGUL_MOUSE,Glo1,Lactoylglutathione lyase,904852,823506,961827,1.11E+06,1.10E+06,1.19E+06,1.29E+06,1.44E+06
Q9CPU2,Q9CPU2,NDUB2_MOUSE,Ndufb2,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",190790,178177,195249,160155,177926,226000,178731,197282
Q9CPV4,Q9CPV4,GLOD4_MOUSE,Glod4,Glyoxalase domain-containing protein 4,588135,520092,509636,538493,501809,533396,504750,589110
Q9CPW2,Q9CPW2,FDX2_MOUSE,Fdx2,"Ferredoxin-2, mitochondrial",29336.6,18538.5,26376.5,21991,20225.4,21191.7,17554,17976
Q9CPW3,Q9CPW3,RM54_MOUSE,Mrpl54,Large ribosomal subunit protein mL54,123033,118491,122965,129931,88334.9,121666,89044.7,119808
Q9CPW4,Q9CPW4,ARPC5_MOUSE,Arpc5,Actin-related protein 2/3 complex subunit 5,1.33E+06,1.30E+06,1.36E+06,1.37E+06,1.21E+06,1.24E+06,1.27E+06,1.33E+06
Q9CPW5,Q9CPW5,SSRB_MOUSE,Ssr2,Translocon-associated protein subunit beta,,4047.94,,2865.68,5427.15,7020.96,42578.7,52939.9
Q9CPW7,Q9CPW7,ZMAT2_MOUSE,Zmat2,Zinc finger matrin-type protein 2,27516.8,27495.7,9367.58,25831.5,25975.5,22309.8,44069.7,54974.4
Q9CPW9,Q9CPW9,MAP12_MOUSE,Metap1d,"Methionine aminopeptidase 1D, mitochondrial",9960,,8000.34,,,,8743.47,13186.9
Q9CPX6,Q9CPX6,ATG3_MOUSE,Atg3,Ubiquitin-like-conjugating enzyme ATG3,532889,454456,457081,641332,478228,413335,595138,549284
Q9CPX7,Q9CPX7,RT16_MOUSE,Mrps16,Small ribosomal subunit protein bS16m,19437.4,,,,13460,,16031.6,15498.8
Q9CPY7,Q9CPY7,AMPL_MOUSE,Lap3,Cytosol aminopeptidase,2.22E+06,3.22E+06,2.75E+06,3.03E+06,2.41E+06,3.02E+06,2.67E+06,3.58E+06
Q9CPZ6;Q9CQZ0,Q9CPZ6;Q9CQZ0,ORML2_MOUSE;ORML3_MOUSE,Ormdl2;Ormdl3,ORM1-like protein 3,137471,176680,165801,167609,167556,163854,129854,151769
Q9CPZ8,Q9CPZ8,COXM1_MOUSE,Cmc1,COX assembly mitochondrial protein homolog,386736,324544,385062,472561,438880,469698,375957,391269
Q9CQ00,Q9CQ00,DMAC1_MOUSE,Dmac1,Distal membrane-arm assembly complex protein 1,289974,249752,207009,180736,290985,224051,405950,344898
Q9CQ02,Q9CQ02,COMD4_MOUSE,Commd4,COMM domain-containing protein 4,11545.1,4859.83,10916.7,,,6291.86,9075.54,11328.2
Q9CQ10,Q9CQ10,CHMP3_MOUSE,Chmp3,Charged multivesicular body protein 3,340203,358979,344990,352849,420190,344947,402201,442145
Q9CQ18,Q9CQ18,RNH2C_MOUSE,Rnaseh2c,Ribonuclease H2 subunit C,51482.7,,67139.9,55640.4,56260.2,66298.6,32430.8,25887.9
Q9CQ19,Q9CQ19,MYL9_MOUSE,Myl9,Myosin regulatory light polypeptide 9,11449.7,13987.2,,,11052,,14189.2,8670.51
Q9CQ21,Q9CQ21,MCTS2_MOUSE,Mcts2,Malignant T-cell-amplified sequence 2,9204.9,,26774.7,16845.6,8036.62,18441.2,17885.8,16418.8
Q9CQ22,Q9CQ22,LTOR1_MOUSE,Lamtor1,Ragulator complex protein LAMTOR1,277624,276315,260089,220474,221418,278374,273142,382021
Q9CQ26,Q9CQ26,STABP_MOUSE,Stambp,STAM-binding protein,,,,30064.5,20393.4,12836.2,28903.8,35437.4
Q9CQ31,Q9CQ31,ASB11_MOUSE,Asb11,Ankyrin repeat and SOCS box protein 11,18723.6,18074.4,,22876.6,13193.2,19131.6,15002.9,18291.4
Q9CQ39,Q9CQ39,MED21_MOUSE,Med21,Mediator of RNA polymerase II transcription subunit 21,,,,,,,5094.54,7055.27
Q9CQ40,Q9CQ40,RM49_MOUSE,Mrpl49,Large ribosomal subunit protein mL49,,,,,,21595.7,20917.1,20360.7
Q9CQ43,Q9CQ43,DUT_MOUSE,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,,31980.3,38277.6,,,,25301.1,26973.3
Q9CQ45,Q9CQ45,NENF_MOUSE,Nenf,Neudesin,,,22638.2,19532.4,31804.2,25670,17283,21720
Q9CQ48,Q9CQ48,NUDC2_MOUSE,Nudcd2,NudC domain-containing protein 2,277396,296023,281455,281671,298150,241333,241822,253577
Q9CQ52,Q9CQ52,CEL3B_MOUSE,Cela3b,Chymotrypsin-like elastase family member 3B,16395.5,24529.8,18028.6,25671.2,14652.5,,4872.99,8152.96
Q9CQ54,Q9CQ54,NDUC2_MOUSE,Ndufc2,NADH dehydrogenase [ubiquinone] 1 subunit C2,283844,218860,209304,209921,239422,201851,635146,1.12E+06
Q9CQ56,Q9CQ56,USE1_MOUSE,Use1,Vesicle transport protein USE1,37359.5,31876,35043.6,38830.4,31333.7,41596.6,29922.2,26492.1
Q9CQ60,Q9CQ60,6PGL_MOUSE,Pgls,6-phosphogluconolactonase,427302,478434,386966,411699,432164,414806,484094,535927
Q9CQ62,Q9CQ62,DECR_MOUSE,Decr1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",5.41E+06,5.90E+06,6.11E+06,5.23E+06,5.09E+06,5.94E+06,5.54E+06,4.99E+06
Q9CQ65,Q9CQ65,MTAP_MOUSE,Mtap,S-methyl-5'-thioadenosine phosphorylase,665657,550804,752112,708905,693006,815621,674433,742221
Q9CQ69,Q9CQ69,QCR8_MOUSE,Uqcrq,Cytochrome b-c1 complex subunit 8,1.83E+06,1.48E+06,1.88E+06,2.04E+06,1.88E+06,2.30E+06,2.74E+06,3.14E+06
Q9CQ71,Q9CQ71,RFA3_MOUSE,Rpa3,Replication protein A 14 kDa subunit,14634.2,,8959.5,19634.8,10116.7,11231.5,24248.9,21250.3
Q9CQ73,Q9CQ73,PKP2_MOUSE,Pkp2,Plakophilin-2,13751.8,15313.1,12241.2,14527.3,14904,12813,13792.2,10271.1
Q9CQ75,Q9CQ75,NDUA2_MOUSE,Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,273664,269190,194054,248718,243616,270538,160252,207319
Q9CQ79,Q9CQ79,TXND9_MOUSE,Txndc9,Thioredoxin domain-containing protein 9,48629.9,55571,68063.2,52389.2,62538.3,78548.6,97881.9,104553
Q9CQ80,Q9CQ80,VPS25_MOUSE,Vps25,Vacuolar protein-sorting-associated protein 25,130072,119219,146948,107858,119130,117773,76012.5,114137
Q9CQ85,Q9CQ85,TIM22_MOUSE,Timm22,Mitochondrial import inner membrane translocase subunit Tim22,61468.5,52202.6,60246.8,73824.7,74144.3,66289,56122,53900.9
Q9CQ86,Q9CQ86,MIEN1_MOUSE,Mien1,Migration and invasion enhancer 1,215775,149531,222257,199495,208595,216719,157069,168181
Q9CQ88,Q9CQ88,TSN31_MOUSE,Tspan31,Tetraspanin-31,264433,221394,238994,263012,298084,192842,245226,230181
Q9CQ90,Q9CQ90,CI085_MOUSE,,Uncharacterized protein C9orf85 homolog,3246.54,,,,,,9063.62,21961.5
Q9CQ91,Q9CQ91,NDUA3_MOUSE,Ndufa3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,325769,293737,352066,330232,318251,358937,286985,266298
Q9CQ92,Q9CQ92,FIS1_MOUSE,Fis1,Mitochondrial fission 1 protein,429217,606616,365646,449542,444894,393899,1.29E+06,1.74E+06
Q9CQA1,Q9CQA1,TPPC5_MOUSE,Trappc5,Trafficking protein particle complex subunit 5,,,,,,23977.9,6956.29,11697
Q9CQA3,Q9CQA3,SDHB_MOUSE,Sdhb,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",3.31E+06,3.18E+06,3.00E+06,3.17E+06,3.45E+06,3.10E+06,4.10E+06,4.55E+06
Q9CQA6,Q9CQA6,CHCH1_MOUSE,Chchd1,Small ribosomal subunit protein mS37,40038.1,34148.1,20367.9,11207.7,31755.5,29957,47869,64021.3
Q9CQB2,Q9CQB2,MCRI2_MOUSE,Mcrip2,MAPK regulated corepressor interacting protein 2,95782.7,94527.6,102398,109023,97215.6,82710,97108.2,84680.5
Q9CQB5,Q9CQB5,CISD2_MOUSE,Cisd2,CDGSH iron-sulfur domain-containing protein 2,325462,337036,369456,377385,337125,366716,356752,413951
Q9CQC6,Q9CQC6,5MP2_MOUSE,Bzw1,eIF5-mimic protein 2,67661.4,62566.1,53655.4,59298.1,59672.6,59393.3,60303.5,65436.2
Q9CQC7,Q9CQC7,NDUB4_MOUSE,Ndufb4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,335287,324937,270070,287983,278152,234746,397352,552515
Q9CQC8,Q9CQC8,SPG21_MOUSE,Spg21,Maspardin,,,,,,,,3522.85
Q9CQC9,P36536;Q9CQC9,SAR1B_MOUSE,Sar1b,GTP-binding protein SAR1b,147434,169128,137450,164131,127076,155153,158275,197941
Q9CQD1,Q9CQD1,RAB5A_MOUSE,Rab5a,Ras-related protein Rab-5A,160735,157311,153557,142762,139319,155056,96997.2,118084
Q9CQE1,Q9CQE1,NPS3B_MOUSE,Nipsnap3b,Protein NipSnap homolog 3B,260063,272189,205839,189229,150158,185786,296497,535898
Q9CQE2,Q9CQE2,TM223_MOUSE,Tmem223,Transmembrane protein 223,19713,13713.1,18542.1,,16048.9,11067.8,13138,21834.1
Q9CQE5,Q9CQE5,RGS10_MOUSE,Rgs10,Regulator of G-protein signaling 10,40816.6,28113.1,20080.9,33113,34698.8,35483.9,44780.4,47641.5
Q9CQE6,Q9CQE6;Q9DAP7,ASF1A_MOUSE,Asf1a,Histone chaperone ASF1A,31404.7,,,12174.4,27005.9,17861.3,34092.3,44051.2
Q9CQE7,Q9CQE7,ERGI3_MOUSE,Ergic3,Endoplasmic reticulum-Golgi intermediate compartment protein 3,63645.8,63567.4,64759,68847.6,52041.7,62954.9,54983.3,65875.8
Q9CQE8,Q9CQE8,RTRAF_MOUSE,RTRAF,"RNA transcription, translation and transport factor protein",322258,333840,357026,315340,315833,320310,276449,362803
Q9CQF3,Q9CQF3,CPSF5_MOUSE,Nudt21,Cleavage and polyadenylation specificity factor subunit 5,103374,104544,98572.4,87422.1,84609,125203,141225,125470
Q9CQF4,Q9CQF4,MRES1_MOUSE,Mtres1,Mitochondrial transcription rescue factor 1,48433.9,30331,56279.2,27367.2,42098.9,47239.5,44768.5,43100.4
Q9CQF6,Q9CQF6,ADPPT_MOUSE,Aasdhppt,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,,,,672.797,1336.31,,6565.09,5688.92
Q9CQF9,Q9CQF9,PCYOX_MOUSE,Pcyox1,Prenylcysteine oxidase 1,284991,301518,299783,238273,265707,306996,345683,566073
Q9CQG1,Q9CQG1,CHAC2_MOUSE,Chac2,Putative glutathione-specific gamma-glutamylcyclotransferase 2,26624.9,32955.3,34189.4,29307.1,33735.4,28551.5,31567,30526.1
Q9CQG2,Q9CQG2,MET16_MOUSE,Mettl16,RNA N6-adenosine-methyltransferase METTL16,3348.28,3288.51,,,2065.23,,6182.16,3761.13
Q9CQH3,Q9CQH3,NDUB5_MOUSE,Ndufb5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",2.32E+06,1.85E+06,2.16E+06,2.21E+06,2.24E+06,2.24E+06,3.26E+06,2.67E+06
Q9CQH7,Q9CQH7,BT3L4_MOUSE,Btf3l4,Transcription factor BTF3 homolog 4,1.71E+06,1.62E+06,1.65E+06,1.93E+06,1.52E+06,1.35E+06,1.64E+06,1.96E+06
Q9CQI3,Q9CQI3,GMFB_MOUSE,Gmfb,Glia maturation factor beta,55265.2,53368.4,32241.5,81173.2,91005.7,63192.6,191692,210925
Q9CQI6,Q9CQI6,COTL1_MOUSE,Cotl1,Coactosin-like protein,960600,880817,791432,852374,925194,815749,913784,894867
Q9CQI7,Q9CQI7,RU2B_MOUSE,Snrpb2,U2 small nuclear ribonucleoprotein B'',270772,250643,325125,268207,277657,327052,329356,339818
