Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/0b/cd9f8e0d84ba1195e591146376f93f/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep3_R1.mzML,/nextflow_runs/work/d7/f784ad75390802c2c3b005e80fff55/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep2_R1.mzML,/nextflow_runs/work/a1/85649604e2b2415d2f64f44be281e9/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep4_R1.mzML,/nextflow_runs/work/56/7b52e7aeb74109b02169869c2d7ecc/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep4_R1.mzML,/nextflow_runs/work/1a/e8750790b3adc3a7a1a37645361f80/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep1_R1.mzML,/nextflow_runs/work/3e/0970b23559fe20edc6370815db8ee6/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep1_R1.mzML,/nextflow_runs/work/20/b9465cbeac6ea65d7bd30af785176a/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep2_R1.mzML,/nextflow_runs/work/70/9fc6e04e87ba43745794f5582a1775/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep3_R1.mzML
Q9R0A0,Q9R0A0,PEX14_MOUSE,Pex14,Peroxisomal membrane protein PEX14,173962,163338,185599,177338,179545,184645,182440,104290
Q9R0A1,Q9R0A1,CLCN2_MOUSE,Clcn2,Chloride channel protein 2,18139,9994.47,12625.8,16148.2,13317.6,13654.1,9317.67,13578.7
Q9R0A5,Q9R0A5,NEK3_MOUSE,Nek3,Serine/threonine-protein kinase Nek3,,2664.99,,,1168.14,4230.96,2150.71,
Q9R0H0,Q9R0H0,ACOX1_MOUSE,Acox1,Peroxisomal acyl-coenzyme A oxidase 1,2.19E+06,2.01E+06,2.67E+06,2.35E+06,2.40E+06,2.57E+06,2.96E+06,1.34E+06
Q9R0H2,Q9R0H2,MUCEN_MOUSE,Emcn,Endomucin,10666.8,11574.1,5801.06,5720,12397.6,8733.59,16599.4,3739.94
Q9R0I7,Q9R0I7,YLPM1_MOUSE,Ylpm1,YLP motif-containing protein 1,15040.6,19047.6,16544.4,20279.7,12745.4,16217.4,17842.5,16856.7
Q9R0K7,Q9R0K7,AT2B2_MOUSE,Atp2b2,Plasma membrane calcium-transporting ATPase 2,12156.3,7938.95,4793,6321.19,5785.85,10566.4,5142.48,5791.73
Q9R0L6,Q9R0L6,PCM1_MOUSE,Pcm1,Pericentriolar material 1 protein,3865.47,2701.99,2892.76,,7819.95,1349.85,2119.86,5055.85
Q9R0M4,Q9R0M4,PODXL_MOUSE,Podxl,Podocalyxin,13000.7,8492.34,13833.4,14130.2,10774.7,7607.93,11011.6,13641.2
Q9R0M5,Q9R0M5,TPK1_MOUSE,Tpk1,Thiamin pyrophosphokinase 1,,,7338.56,,5550.19,6590.93,5761.48,
Q9R0M6,Q9R0M6,RAB9A_MOUSE,Rab9a,Ras-related protein Rab-9A,38397.9,41492.8,37164.3,44302.6,40605.2,36387,32342.2,42404.7
Q9R0M8,Q9R0M8,S35A2_MOUSE,Slc35a2,UDP-galactose translocator,,,2375.68,3646.02,5982.21,3886.83,3138.23,6113.19
Q9R0N0,Q9R0N0,GALK1_MOUSE,Galk1,Galactokinase,29023.2,32570.1,29870.2,33505.2,27446.4,32319.6,25325.4,25345.3
Q9R0N4,Q9R0N4,SYT10_MOUSE,Syt10,Synaptotagmin-10,,,,,,2453.46,,
Q9R0P3,Q9R0P3,ESTD_MOUSE,Esd,S-formylglutathione hydrolase,221923,164573,212876,187507,216239,222774,178617,134048
Q9R0P4,Q9R0P4,SMAP_MOUSE,Smap,Small acidic protein,8214.61,12848.5,15065.5,12135.7,13207.1,22772.3,29672.1,1733.23
Q9R0P5,Q9R0P5,DEST_MOUSE,Dstn,Destrin,220888,211143,259305,243464,300670,326516,343392,206413
Q9R0P6,Q9R0P6,SC11A_MOUSE,Sec11a,Signal peptidase complex catalytic subunit SEC11A,17833.2,21523.3,18905.3,21637.3,21403.5,20418.1,21425.9,21399.8
Q9R0P9,Q9R0P9,UCHL1_MOUSE,Uchl1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,10499.9,11988.1,12020.1,13331,23153.5,8329.38,10003.8,8011.56
Q9R0Q3,Q9R0Q3,TMED2_MOUSE,Tmed2,Transmembrane emp24 domain-containing protein 2,164624,147255,145400,134575,159794,145551,194223,135506
Q9R0Q4,Q9R0Q4,MO4L2_MOUSE,Morf4l2,Mortality factor 4-like protein 2,10025.9,14525.8,11985,10745.4,11399,13353.5,13630.5,11500
Q9R0Q6,Q9R0Q6,ARC1A_MOUSE,Arpc1a,Actin-related protein 2/3 complex subunit 1A,370316,371324,408223,320840,380761,407869,437400,308882
Q9R0Q7,Q9R0Q7,TEBP_MOUSE,Ptges3,Prostaglandin E synthase 3,212001,174509,261024,159179,209126,228186,309958,110317
Q9R0Q9,Q9R0Q9,MPU1_MOUSE,Mpdu1,Mannose-P-dolichol utilization defect 1 protein,216358,182343,168284,128107,194065,157135,176718,161100
Q9R0U0,Q9R0U0,SRS10_MOUSE,Srsf10,Serine/arginine-rich splicing factor 10,,,6023.58,6847.55,4991.37,4535.35,6606.23,
Q9R0Y5,Q9R0Y5,KAD1_MOUSE,Ak1,Adenylate kinase isoenzyme 1,28840.2,24296.3,30493.4,31667.1,32646.9,26089.6,25000.3,32310.4
Q9R111,Q9R111,GUAD_MOUSE,Gda,Guanine deaminase,319968,359508,310192,334145,360918,371038,403630,251823
Q9R112,Q9R112,SQOR_MOUSE,Sqor,"Sulfide:quinone oxidoreductase, mitochondrial",59331.8,79943.7,64446.5,72467.6,64289.9,78191.2,64326.2,34252.3
Q9R182,Q9R182,ANGL3_MOUSE,Angptl3,Angiopoietin-related protein 3,8125.53,6122.7,6973.75,7290.49,7215.38,6966.09,8042.61,4540.16
Q9R190,Q9R190,MTA2_MOUSE,Mta2,Metastasis-associated protein MTA2,2700.03,4298.21,3424.32,5129.52,6840.86,3804.62,4733.1,4246.95
Q9R1C0,Q9R1C0,TAF7_MOUSE,Taf7,Transcription initiation factor TFIID subunit 7,,3790.37,7312.39,5793.72,4366.32,2573.39,5010.07,3084.71
Q9R1J0,Q9R1J0,NSDHL_MOUSE,Nsdhl,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",299290,310548,337158,288559,280702,339814,327934,286464
Q9R1K9,Q9R1K9,CETN2_MOUSE,Cetn2,Centrin-2,16031,16575.2,16792.9,14274,13340.2,12550.1,15537.9,12350.4
Q9R1P0,Q9R1P0,PSA4_MOUSE,Psma4,Proteasome subunit alpha type-4,1.18E+06,1.49E+06,1.36E+06,1.34E+06,1.22E+06,1.22E+06,1.54E+06,905843
Q9R1P1,Q9R1P1,PSB3_MOUSE,Psmb3,Proteasome subunit beta type-3,1.12E+06,1.16E+06,1.07E+06,971149,1.21E+06,1.21E+06,1.30E+06,557395
Q9R1P3,Q9R1P3,PSB2_MOUSE,Psmb2,Proteasome subunit beta type-2,497599,514471,517144,588311,502504,664898,754213,440675
Q9R1P4,Q9R1P4,PSA1_MOUSE,Psma1,Proteasome subunit alpha type-1,1.20E+06,1.24E+06,1.45E+06,1.11E+06,1.35E+06,1.35E+06,1.87E+06,667045
Q9R1Q6,Q9R1Q6,T176B_MOUSE,Tmem176b,Transmembrane protein 176B,12427,10318.2,12239.9,22050.1,12674.8,24634.6,18996.1,20868.4
Q9R1Q7,Q9R1Q7,PLP2_MOUSE,Plp2,Proteolipid protein 2,17703.8,16005.3,15363.3,20863.2,20297.5,13894.1,16509.5,23539.2
Q9R1Q8,Q9R1Q8,TAGL3_MOUSE,Tagln3,Transgelin-3,,4216.64,5195.93,,7896.2,2922.26,,2016.99
Q9R1S7,Q9R1S7,MRP6_MOUSE,Abcc6,ATP-binding cassette sub-family C member 6,16965.5,12794.8,10130.4,10156.1,9602.75,9256.4,12396.2,12742.2
Q9R1T2,Q9R1T2,SAE1_MOUSE,Sae1,SUMO-activating enzyme subunit 1,33551.1,28632.2,31246,27557,26865.4,30912,27240.7,29074.6
Q9R1T4,Q9R1T4,SEPT6_MOUSE,Septin6,Septin-6,14175.4,19333.1,16591.5,18910.5,18338.4,16073,16364,27660.9
Q9R1V7,Q9R1V7,ADA23_MOUSE,Adam23,Disintegrin and metalloproteinase domain-containing protein 23,10411.1,4899.29,11223.9,11710.7,7327.1,,7086.55,8212.69
Q9R1W5,Q9R1W5,CALRL_MOUSE,Calcrl,Calcitonin gene-related peptide type 1 receptor,,11546.8,19193.8,,8905.71,7374.48,8208.78,
Q9R1Z7,Q9R1Z7,PTPS_MOUSE,Pts,6-pyruvoyl tetrahydrobiopterin synthase,,16210,10692.3,7571.86,20536.7,13713.7,17385.1,7872.43
Q9R1Z8,Q9R1Z8,VINEX_MOUSE,Sorbs3,Vinexin,19807.1,31566.5,25217.6,31796.8,33340.3,30678.6,41811.3,19099.5
Q9R207,Q9R207,NBN_MOUSE,Nbn,Nibrin,7737.33,3500.36,4195.19,6672.66,10834.7,9207.16,2848.74,5049.05
Q9R210,Q9R210,TFEB_MOUSE,Tfeb,Transcription factor EB,13398.3,12287,,11896.6,11035.6,8046.44,8136.95,6268.33
Q9R233,Q9R233,TPSN_MOUSE,Tapbp,Tapasin,16476.1,14997.9,21597.5,18032.1,22258.1,19245.5,17781.2,20176.9
Q9R257,Q9R257,HEBP1_MOUSE,Hebp1,Heme-binding protein 1,587155,519005,518130,707000,742297,512840,784182,283864
Q9R269,Q9R269,PEPL_MOUSE,Ppl,Periplakin,61736.5,53629.3,55306.6,47590.7,46785.5,43727,42454.3,54328.3
Q9WTI7,Q9WTI7,MYO1C_MOUSE,Myo1c,Unconventional myosin-Ic,6872.01,10227.5,8076.19,4987.56,5731.51,7715.11,8390.48,5526.65
Q9WTL7,Q9WTL7,LYPA2_MOUSE,Lypla2,Acyl-protein thioesterase 2,76608.7,112635,89145,101561,93225.4,112915,104052,90266.6
Q9WTL8,Q9WTL8,BMAL1_MOUSE,Bmal1,Basic helix-loop-helix ARNT-like protein 1,6481.12,8714.71,13805.8,,5732.56,12774.9,5341.3,7721.89
Q9WTM5,Q9WTM5,RUVB2_MOUSE,Ruvbl2,RuvB-like 2,12876,10022.2,11616,12653.2,13775.5,14112,8861.64,8524.76
Q9WTN3,Q9WTN3,SRBP1_MOUSE,Srebf1,Sterol regulatory element-binding protein 1,,,1454.4,,,,1648.26,
Q9WTP2,Q9WTP2,SPY4_MOUSE,Spry4,Protein sprouty homolog 4,10792.4,7513.96,6708.73,18741.7,7772.4,13400.6,8886.78,14146.5
Q9WTP6,Q9WTP6,KAD2_MOUSE,Ak2,"Adenylate kinase 2, mitochondrial",2.50E+06,2.53E+06,2.55E+06,2.61E+06,2.98E+06,3.01E+06,2.36E+06,2.48E+06
Q9WTP7,Q9WTP7,KAD3_MOUSE,Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",141159,136134,118734,142402,127937,150646,122496,141505
Q9WTQ5,Q9WTQ5,AKA12_MOUSE,Akap12,A-kinase anchor protein 12,39862.7,37292.8,38490.1,39034.6,38191.5,35635.5,33267.4,41022.9
Q9WTQ8,Q9WTQ8,TIM23_MOUSE,Timm23,Mitochondrial import inner membrane translocase subunit Tim23,36640.7,58861.9,48637.8,47618.8,53012.8,46316.1,52463.5,33493.5
Q9WTR5,Q9WTR5,CAD13_MOUSE,Cdh13,Cadherin-13,19277.8,17809.2,15610.1,18671.1,16786.7,13138.6,13906.8,19741.8
Q9WTS6,Q9WTS6,TEN3_MOUSE,Tenm3,Teneurin-3,8983.51,,3194.35,4047.81,,,3682.68,6311.28
Q9WTT4,Q9WTT4,VATG2_MOUSE,Atp6v1g2,V-type proton ATPase subunit G 2,2404.09,1254.99,4065.92,2320.31,2230.86,3416.24,1182.84,721.77
Q9WTU0,Q9WTU0,PHF2_MOUSE,Phf2,Lysine-specific demethylase PHF2,4845.02,5183.29,7822.23,8636.09,4851.35,6446.89,4619.63,7278.09
Q9WTU6,Q9WTU6,MK09_MOUSE,Mapk9,Mitogen-activated protein kinase 9,25566.7,28146.5,28585.8,40165.4,44543.3,29181.9,38691.4,19768.9
Q9WTX5,Q9WTX5,SKP1_MOUSE,Skp1,S-phase kinase-associated protein 1,312899,422477,413597,327329,381427,450631,505350,226204
Q9WTX6,Q9WTX6,CUL1_MOUSE,Cul1,Cullin-1,128249,137046,135078,128856,135464,140493,143174,113729
Q9WTZ1,Q9WTZ1,RBX2_MOUSE,Rnf7,RING-box protein 2,11330.9,5505.05,8121.69,3974.16,6744.15,8714.46,7580.48,4221.09
Q9WU00,Q9WU00,NRF1_MOUSE,Nrf1,Nuclear respiratory factor 1,9151.86,5788.61,8630.38,6745.43,4818.01,5883.64,7045,3167.08
Q9WU03,Q9WU03,SPIT2_MOUSE,Spint2,Kunitz-type protease inhibitor 2,7829.15,7989.14,6403.51,3709.6,6529.85,7184.68,4566.67,5520.68
Q9WU19,Q9WU19,HAOX1_MOUSE,Hao1,2-Hydroxyacid oxidase 1,445304,333057,417883,440757,459279,422931,531614,328879
Q9WU28,Q9WU28,PFD5_MOUSE,Pfdn5,Prefoldin subunit 5,91394.4,83830.6,98652.2,98988.4,78543.8,94364.6,76513.6,96042.9
Q9WU40,Q9WU40,MAN1_MOUSE,Lemd3,Inner nuclear membrane protein Man1,34852.2,13451.3,24805.3,23693.7,27844.3,19616.5,21834.9,15084.8
Q9WU42,Q9WU42,NCOR2_MOUSE,Ncor2,Nuclear receptor corepressor 2,10123.7,14014.8,9567.43,8438.67,10175.9,8556.72,7857.91,11282
Q9WU60,Q9WU60,ATRN_MOUSE,Atrn,Attractin,5936.32,2324.11,4442.07,,4081.64,6493.18,2862.32,5019.29
Q9WU62,Q9WU62,INCE_MOUSE,Incenp,Inner centromere protein,4275.65,5931.86,4051.75,6780.14,1954.64,,6717.52,2707.2
Q9WU78,Q9WU78,PDC6I_MOUSE,Pdcd6ip,Programmed cell death 6-interacting protein,16298.9,16965.7,16906.8,17088.5,16536.7,16300.7,14736.1,13661.7
Q9WU79,Q9WU79,PROD_MOUSE,Prodh,"Proline dehydrogenase 1, mitochondrial",80944.4,78094,84978.7,90889.1,68690.5,99617.4,73500.5,92990.4
Q9WU81,Q9WU81,G6PT3_MOUSE,Slc37a2,Glucose-6-phosphate exchanger SLC37A2,7078.92,4583.07,5971.59,4551.71,,3409.24,2023.93,4504.53
Q9WU84,Q9WU84,CCS_MOUSE,Ccs,Copper chaperone for superoxide dismutase,201121,254482,216874,216861,214977,217277,259704,233214
Q9WUA2,Q9WUA2,SYFB_MOUSE,Farsb,Phenylalanine--tRNA ligase beta subunit,4342.57,,6859.37,7905.05,7291.44,7753.1,4211.62,6614.86
Q9WUA3,Q9WUA3,PFKAP_MOUSE,Pfkp,"ATP-dependent 6-phosphofructokinase, platelet type",27055.9,18024.1,14460.7,22224.3,18901.7,21313.8,13837.9,22692.5
Q9WUA5,Q9WUA5,EPM2A_MOUSE,Epm2a,Laforin,,1921.68,1447.83,3420.94,1951.32,1920.21,588.603,
Q9WUB0,Q9WUB0,HOIL1_MOUSE,Rbck1,RanBP-type and C3HC4-type zinc finger-containing protein 1,,6501.64,4941.07,5005.77,5535.38,5254.75,2888.69,3803.33
Q9WUB3,Q9WUB3,PYGM_MOUSE,Pygm,"Glycogen phosphorylase, muscle form",37959.7,41112,38059.6,43594.6,39839.9,42021.8,36188.6,42241.5
Q9WUB4,Q9WUB4,DCTN6_MOUSE,Dctn6,Dynactin subunit 6,23383.3,19769.6,21493.5,23492.9,23328.5,14212.9,15917.9,18935.3
Q9WUD1,Q9WUD1,CHIP_MOUSE,Stub1,E3 ubiquitin-protein ligase CHIP,,17223.1,29726,12109.7,,,9594.99,693.194
Q9WUF3,Q9WUF3,C8AP2_MOUSE,Casp8ap2,CASP8-associated protein 2,53159.5,50468.6,53750.4,58258.1,37182.4,51232.1,40940.6,46272.6
Q9WUH7,Q9WUH7,SEM4G_MOUSE,Sema4g,Semaphorin-4G,12707.4,11033.3,11918.8,12941.3,10206.9,10817.3,12905.1,12523
Q9WUK2,Q9WUK2,IF4H_MOUSE,Eif4h,Eukaryotic translation initiation factor 4H,314164,472506,363555,348581,386486,383418,383655,273270
Q9WUL7,Q9WUL7,ARL3_MOUSE,Arl3,ADP-ribosylation factor-like protein 3,169614,209243,179312,208625,205845,168810,173046,184003
Q9WUM3,Q9WUM3,COR1B_MOUSE,Coro1b,Coronin-1B,6529.7,3379.45,4249.41,6835.28,5734.77,5744.72,4665.12,3435.08
Q9WUM4,Q9WUM4,COR1C_MOUSE,Coro1c,Coronin-1C,26489.6,21022.7,24085.2,26223.3,22534.8,24742.8,22728.3,24474.1
Q9WUM5,Q9WUM5,SUCA_MOUSE,Suclg1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",76438.4,17421.3,62675,81772.8,39285.1,52087.7,36336.6,55054.2
Q9WUP7,Q9WUP7,UCHL5_MOUSE,Uchl5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,31170,53232.4,47612.9,55479.3,61528.8,51049.9,60246.2,31139.2
Q9WUQ2,Q9WUQ2,PREB_MOUSE,Preb,Prolactin regulatory element-binding protein,38348.3,42520.1,44000,35235.8,43693.2,46077,38264.8,40480.5
Q9WUR2,Q9WUR2,ECI2_MOUSE,Eci2,Enoyl-CoA delta isomerase 2,129908,93114.2,133485,115744,122007,119661,107747,113215
Q9WUR9,Q9WUR9,KAD4_MOUSE,Ak4,"Adenylate kinase 4, mitochondrial",1.10E+06,383299,596802,546261,,1.60E+06,356973,508403
Q9WUU7,Q9WUU7,CATZ_MOUSE,Ctsz,Cathepsin Z,475496,519620,494948,513808,501213,459147,624380,397187
Q9WUU8,Q9WUU8,TNIP1_MOUSE,Tnip1,TNFAIP3-interacting protein 1,4473.54,7217.85,4735.92,4131.65,6614.82,6159.15,6697.32,7404.43
Q9WUZ9,Q9WUZ9,ENTP5_MOUSE,Entpd5,Ectonucleoside triphosphate diphosphohydrolase 5,61066.4,55611.6,66392.6,41512.6,64286.9,76198.1,76415.1,72735.1
Q9WV02,Q9WV02,RBMX_MOUSE,Rbmx,"RNA-binding motif protein, X chromosome",3301.2,10019,4522.65,9111.82,7768.49,7491.2,9133.33,4094.01
Q9WV03,Q9WV03,FA50A_MOUSE,Fam50a,Protein FAM50A,21887.6,15622.1,26643.6,18738.3,21277,23131.8,22434.3,22090.4
Q9WV32,Q9WV32,ARC1B_MOUSE,Arpc1b,Actin-related protein 2/3 complex subunit 1B,390580,408898,531240,395538,505818,541507,586052,249944
Q9WV54,Q9WV54,ASAH1_MOUSE,Asah1,Acid ceramidase,246664,305136,308789,241574,306365,254766,375498,225372
Q9WV55,Q9WV55,VAPA_MOUSE,Vapa,Vesicle-associated membrane protein-associated protein A,65731.2,63459.5,76639.8,64840.8,83813.1,84576.7,91838.5,49543.1
Q9WV60,Q9WV60,GSK3B_MOUSE,Gsk3b,Glycogen synthase kinase-3 beta,16138.7,,,13778.2,19642.7,,17484.7,
Q9WV68,Q9WV68,DECR2_MOUSE,Decr2,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",61630.1,68714.7,85731.6,74139.9,77274.6,90128,91893,55529.7
Q9WV69,Q9WV69,DEMA_MOUSE,Dmtn,Dematin,23950.9,20413.9,21867.4,26064,20990.6,21225,19635.5,21386.6
Q9WV80,Q9WV80,SNX1_MOUSE,Snx1,Sorting nexin-1,11344.7,10790,9909.34,12850.2,10761.6,11844.1,9935.42,11256.4
Q9WV85,Q9WV85,NDK3_MOUSE,Nme3,Nucleoside diphosphate kinase 3,93974.7,124172,119377,98257.9,96782.9,119680,187400,44120.9
Q9WV91,Q9WV91,FPRP_MOUSE,Ptgfrn,Prostaglandin F2 receptor negative regulator,6764.85,6903.19,6431.36,9038.47,11980,10834.3,11261.3,6050.97
Q9WV92,Q9WV92,E41L3_MOUSE,Epb41l3,Band 4.1-like protein 3,10410.8,7652.97,9602.97,14007,8751.81,15755.2,7413.46,12438.3
Q9WV98,Q9WV98,TIM9_MOUSE,Timm9,Mitochondrial import inner membrane translocase subunit Tim9,9785.69,18285,18005.8,10997.3,20143.3,20646,25919.3,13439.9
Q9WVA2,Q9WVA2,TIM8A_MOUSE,Timm8a1,Mitochondrial import inner membrane translocase subunit Tim8 A,231512,228193,260569,261747,226171,244948,259412,240020
Q9WVA3,Q9WVA3,BUB3_MOUSE,Bub3,Mitotic checkpoint protein BUB3,12600.2,6615.68,10634.1,7778.47,6340.29,13414.3,9885.96,6951.74
Q9WVA4,Q9WVA4,TAGL2_MOUSE,Tagln2,Transgelin-2,463685,529090,577611,492742,537472,531082,537722,442433
Q9WVB0,Q9WVB0,RBPMS_MOUSE,Rbpms,RNA-binding protein with multiple splicing,11273.5,19670.6,,23466.3,18668.2,10601.2,19409.7,
Q9WVD5,Q9WVD5,ORNT1_MOUSE,Slc25a15,Mitochondrial ornithine transporter 1,2.58E+06,2.40E+06,2.49E+06,2.22E+06,2.45E+06,2.64E+06,2.31E+06,1.82E+06
Q9WVE8,Q9WVE8,PACN2_MOUSE,Pacsin2,Protein kinase C and casein kinase substrate in neurons protein 2,23309.2,25485.9,26133.3,21288.4,20016.1,22567.7,17649.6,22542.3
Q9WVF8,Q9WVF8,TUSC2_MOUSE,Tusc2,Tumor suppressor candidate 2,1652.77,9537.09,8788.26,11447.6,6352.13,5428.83,7141.02,5505.7
Q9WVG6,Q9WVG6,CARM1_MOUSE,Carm1,Histone-arginine methyltransferase CARM1,11224.4,5672.15,7057.19,6544,7587.66,6522.93,7119.9,5098.43
Q9WVH9,Q9WVH9,FBLN5_MOUSE,Fbln5,Fibulin-5,,,,,,,2666.6,
Q9WVJ2,Q9WVJ2,PSD13_MOUSE,Psmd13,26S proteasome non-ATPase regulatory subunit 13,25049.2,30970.6,26880.3,26199.1,31879.8,38521.8,23897.3,32206.6
Q9WVJ3,Q9WVJ3,CBPQ_MOUSE,Cpq,Carboxypeptidase Q,259304,282192,269600,303714,297131,232983,246792,234433
Q9WVK4,Q9WVK4,EHD1_MOUSE,Ehd1,EH domain-containing protein 1,,,,,3853.58,3007.81,,
Q9WVL0,Q9WVL0,MAAI_MOUSE,Gstz1,Maleylacetoacetate isomerase,325072,232627,314369,338273,302666,387492,264779,253839
Q9WVL3,Q9WVL3,S12A7_MOUSE,Slc12a7,Solute carrier family 12 member 7,11834,9323.22,10237.5,9688.12,6437.9,8844.18,7349.65,9152.8
Q9WVM8,Q9WVM8,AADAT_MOUSE,Aadat,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",273795,309671,353037,251666,343742,415608,541553,166772
Q9WVQ5,Q9WVQ5,MTNB_MOUSE,Apip,Methylthioribulose-1-phosphate dehydratase,62810.3,73586.8,77186.8,63836.8,76998.1,89177.8,104530,38405.1
Q9WVR4,Q9WVR4,FXR2_MOUSE,Fxr2,RNA-binding protein FXR2,9176.6,4721.54,6596.82,4610.33,,6364.8,6215.43,
Q9WVT6,Q9WVT6,CAH14_MOUSE,Ca14,Carbonic anhydrase 14,87067.9,70480,75044.3,70951.9,74355.7,71325.6,71936,79298.5
Q9Z0E6,Q9Z0E6,GBP2_MOUSE,Gbp2,Guanylate-binding protein 2,2059.51,3937.13,,,3311.98,3613.18,2357.6,
Q9Z0E8,Q9Z0E8,OCTN2_MOUSE,Slc22a5,Organic cation/carnitine transporter 2,41674.3,23491,18083.1,25920.7,27714.4,20659.4,22654.8,34027.2
Q9Z0F7,Q9Z0F7,SYUG_MOUSE,Sncg,Gamma-synuclein,14202.1,11017.9,11525,13353.3,7635.98,8828.98,10364.7,10842.3
Q9Z0F8,Q9Z0F8,ADA17_MOUSE,Adam17,Disintegrin and metalloproteinase domain-containing protein 17,9578.12,6001.3,8077.13,7136.13,8286.38,4985.96,7145.72,8006.25
Q9Z0G9,Q9Z0G9,CLD3_MOUSE,Cldn3,Claudin-3,38917.7,32560,34614.6,29646.6,36455.9,22805.1,22569.8,24344.9
Q9Z0H4,P28659;Q9Z0H4,CELF2_MOUSE,Celf2,CUGBP Elav-like family member 2,3928,4162.02,7862.28,3335.07,6282.36,4427.95,5387.2,3328.26
Q9Z0H7,Q9Z0H7,BCL10_MOUSE,Bcl10,B-cell lymphoma/leukemia 10,13692.5,14225,9636.59,12868.7,8192.14,13443.9,7235.83,12688.2
Q9Z0H8,Q9Z0H8,CLIP2_MOUSE,Clip2,CAP-Gly domain-containing linker protein 2,7098.16,6384.1,7086.44,7388.36,8151.67,6713.4,6961.27,8139.44
Q9Z0J0,Q9Z0J0,NPC2_MOUSE,Npc2,NPC intracellular cholesterol transporter 2,23384,37737,24790,23892.7,38056.2,20330.5,27339.8,25459.3
Q9Z0J1,Q9Z0J1,RECK_MOUSE,Reck,Reversion-inducing cysteine-rich protein with Kazal motifs,8532.95,6324.34,8672.95,12686.4,11379.5,9606.41,6546.44,6269.45
Q9Z0K8,Q9Z0K8,VNN1_MOUSE,Vnn1,Pantetheinase,29934,27003,30879.5,28088,32767.6,23639.4,29246.2,30658.9
Q9Z0L8,Q9Z0L8,GGH_MOUSE,Ggh,Gamma-glutamyl hydrolase,1682.22,4643.83,4891.39,4665.82,2333.95,4203.73,2780.23,2137.81
Q9Z0M5,Q9Z0M5,LICH_MOUSE,Lipa,Lysosomal acid lipase/cholesteryl ester hydrolase,197956,184759,208431,196070,220016,215198,236174,115452
Q9Z0M6,Q9Z0M6,AGRE5_MOUSE,Adgre5,Adhesion G protein-coupled receptor E5,,5388.77,2046.94,7532.05,4318.09,4267.55,5338.68,
Q9Z0N1,Q9Z0N1;Q9Z0N2,IF2G_MOUSE,Eif2s3x,"Eukaryotic translation initiation factor 2 subunit 3, X-linked",152730,188120,195773,171582,240631,229720,285527,130549
Q9Z0P4,Q9Z0P4,PALM_MOUSE,Palm,Paralemmin-1,8694.59,6352,10336.3,8906.27,7315.94,6640.51,7896.03,10802.7
Q9Z0P5,Q9Z0P5,TWF2_MOUSE,Twf2,Twinfilin-2,27817.5,33136.3,25491.8,25397.1,26299.1,22866.6,32419.7,20903.3
Q9Z0R4,Q9Z0R4,ITSN1_MOUSE,Itsn1,Intersectin-1,73824.3,69119.1,79791.6,81823.3,73165,73306.1,83930,76517
Q9Z0R4;Q9Z0R6,Q9Z0R4;Q9Z0R6,ITSN1_MOUSE;ITSN2_MOUSE,Itsn1;Itsn2,Intersectin-1,10781.2,5238.62,14345.3,13501.3,8916.96,18108.2,15809.7,
Q9Z0R6,Q9Z0R6,ITSN2_MOUSE,Itsn2,Intersectin-2,,,3826.39,4754.75,3500.93,2178.21,1443.08,3440.13
Q9Z0R9,Q9Z0R9,FADS2_MOUSE,Fads2,Acyl-CoA 6-desaturase,14555.1,14401.8,15627.6,16603,10871.6,18345,14890.3,10558.7
Q9Z0S1,Q9Z0S1,BPNT1_MOUSE,Bpnt1,"3'(2'),5'-bisphosphate nucleotidase 1",103404,96603.1,128784,106763,103121,117377,97682.3,111495
Q9Z0S9,Q9Z0S9,PRAF1_MOUSE,Rabac1,Prenylated Rab acceptor protein 1,34842.4,45195.4,73217.9,73810.9,54913.7,53767.4,66076,61574
Q9Z0U1,Q9Z0U1,ZO2_MOUSE,Tjp2,Tight junction protein ZO-2,9901.43,10910.2,12313,8888.78,9720.07,11070.8,11171.5,11225.2
Q9Z0V7,Q9Z0V7,TI17B_MOUSE,Timm17b,Mitochondrial import inner membrane translocase subunit Tim17-B,87651.1,119176,63414.8,76414.7,70198,70857.8,94623.4,61163.4
